	max_isos_sample	max_sample	annot_gene_name	annot_gene_id
76099	15.0	heart	STAT3	ENSG00000168610.14
80264	15.0	hl60	ATP5F1A	ENSG00000152234.15
18932	15.0	wtc11	ITGB5	ENSG00000082781.11
10401	15.0	huvec	EFEMP1	ENSG00000115380.19
17478	15.0	hl60_m2_24hr	TEX264	ENSG00000164081.12
73243	15.0	ovary	SERPINF1	ENSG00000132386.10
56578	15.0	gm12878	PCBP2	ENSG00000197111.15
55982	15.0	muscle	PFKM	ENSG00000152556.16
38539	15.0	heart	GATA4	ENSG00000136574.17
30385	15.0	h1	DDR1	ENSG00000204580.13
88650	15.0	h9_de	TRPC4AP	ENSG00000100991.11
11287	15.0	brain	ST3GAL5	ENSG00000115525.17
3663	15.0	gm12878	RABGGTB	ENSG00000137955.15
75975	15.0	calu3	KRT19	ENSG00000171345.13
20737	15.0	hepg2	AHSG	ENSG00000145192.12
47400	15.0	lung	ZDHHC16	ENSG00000171307.18
84788	15.0	panc1	HNRNPL	ENSG00000104824.17
90775	15.0	gm12878	MX1	ENSG00000157601.13
48440	15.0	colon	RIC8A	ENSG00000177963.14
31334	15.0	lung	CCND3	ENSG00000112576.12
33813	15.0	brain	C7orf50	ENSG00000146540.14
9598	15.0	vessels	PREB	ENSG00000138073.13
7823	15.0	h1_de	CD46	ENSG00000117335.19
59043	15.0	wtc11	PXN	ENSG00000089159.16
61522	15.0	h9_panc_progen	METTL17	ENSG00000165792.17
52170	15.0	colon	STARD10	ENSG00000214530.9
90284	15.0	h9_panc_progen	CCT8	ENSG00000156261.12
43161	15.0	wtc11	TLE1	ENSG00000196781.14
65062	15.0	heart	UBE3A	ENSG00000114062.19
49454	15.0	h9_neural_crest	PSMA1	ENSG00000129084.17
94880	15.0	h9_panc_progen	HDAC8	ENSG00000147099.20
93275	15.0	lung	TRABD	ENSG00000170638.9
64713	15.0	brain	ZFYVE21	ENSG00000100711.13
84472	15.0	h1_de	ZNF146	ENSG00000167635.11
41523	15.0	brain	LY6E	ENSG00000160932.10
60514	15.0	hl60_m2_24hr	RCBTB2	ENSG00000136161.12
49809	15.0	brain	PAX6	ENSG00000007372.22
68706	15.0	colon	SPSB3	ENSG00000162032.15
67459	15.0	lung	CTSH	ENSG00000103811.16
72803	15.0	h1_de	APRT	ENSG00000198931.10
28362	15.0	hepg2	RPS14	ENSG00000164587.12
47437	15.0	colon	ZFYVE27	ENSG00000155256.17
94646	15.0	brain	SPIN3	ENSG00000204271.12
50896	15.0	hl60_m2_24hr	UBXN1	ENSG00000162191.13
54755	15.0	ovary	C1S	ENSG00000182326.14
55594	15.0	h1	DDX11	ENSG00000013573.16
81651	15.0	hl60	EEF2	ENSG00000167658.15
19290	15.0	liver	TF	ENSG00000091513.15
92209	15.0	heart	SMTN	ENSG00000183963.18
24384	15.0	hepg2	FGG	ENSG00000171557.16
94476	15.0	h1	MAGED4B	ENSG00000187243.16
37155	15.0	k562	CPED1	ENSG00000106034.17
78456	15.0	heart	EXOC7	ENSG00000182473.21
84707	15.0	heart	YIF1B	ENSG00000167645.16
85886	15.0	a673	SAE1	ENSG00000142230.11
41795	15.0	colon	VPS28	ENSG00000160948.13
4877	15.0	h1	PHGDH	ENSG00000092621.12
73585	15.0	h9_neural_crest	RPAIN	ENSG00000129197.14
16642	15.0	heart	HHATL	ENSG00000010282.14
30526	15.0	h1	BAG6	ENSG00000204463.12
57217	15.0	h1	OS9	ENSG00000135506.15
10217	15.0	hffc6	CALM2	ENSG00000143933.16
44396	15.0	h1	PTGES2	ENSG00000148334.14
57710	15.0	gm12878	NAP1L1	ENSG00000187109.13
3574	15.0	wtc11	SRSF11	ENSG00000116754.13
36386	15.0	heart	ZNF655	ENSG00000197343.10
81375	15.0	h1	TCF3	ENSG00000071564.14
79075	15.0	brain	ANAPC11	ENSG00000141552.17
6064	15.0	h9_panc_progen	CCT3	ENSG00000163468.14
96466	15.0	heart	FAM3A	ENSG00000071889.16
2245	15.0	h9_neural_crest	C1orf109	ENSG00000116922.14
79305	15.0	brain	NARF	ENSG00000141562.17
42918	15.0	gm12878	CBWD5	ENSG00000147996.16
40755	15.0	pgp1_excite_neuron	YWHAZ	ENSG00000164924.17
4396	15.0	brain	SARS	ENSG00000031698.12
89316	15.0	wtc11	ZMYND8	ENSG00000101040.19
43493	15.0	heart	C9orf3	ENSG00000148120.16
64535	15.0	gm12878	WDR20	ENSG00000140153.17
36481	15.0	brain	TAF6	ENSG00000106290.14
5125	15.0	muscle	PDE4DIP	ENSG00000178104.19
91364	15.0	heart	SEPT5	ENSG00000184702.19
39337	15.0	ovary	STAR	ENSG00000147465.11
13839	15.0	heart	CFLAR	ENSG00000003402.19
41513	15.0	adrenal gland	CYP11B1	ENSG00000160882.11
47462	15.0	heart	HPS1	ENSG00000107521.18
12098	15.0	caco2	PAX8-AS1	ENSG00000189223.14
29204	15.0	h1	CANX	ENSG00000127022.14
10967	15.0	hl60_m1_72hr	MTHFD2	ENSG00000065911.11
74085	15.0	ocily7	AURKB	ENSG00000178999.12
122	15.0	h1	INTS11	ENSG00000127054.20
9525	15.0	heart	HADHA	ENSG00000084754.11
39356	15.0	hffc6	PLPP5	ENSG00000147535.16
21443	15.0	brain	ADD1	ENSG00000087274.16
2171	14.0	heart	MAP7D1	ENSG00000116871.15
94597	14.0	h1_de	TRO	ENSG00000067445.20
17122	14.0	heart	IMPDH2	ENSG00000178035.11
72339	14.0	h9_neural_crest	KARS	ENSG00000065427.14
1656	14.0	hl60_m0	FGR	ENSG00000000938.12
75287	14.0	hl60_m1_24hr	UTP6	ENSG00000108651.9
74775	14.0	pc9	ALDH3A1	ENSG00000108602.17
96295	14.0	hl60_m1_24hr	BCAP31	ENSG00000185825.16
71356	14.0	kidney	ADGRG1	ENSG00000205336.11
53839	14.0	brain	MIR100HG	ENSG00000255248.8
12747	14.0	h1	PRPF40A	ENSG00000196504.16
45181	14.0	ocily7	EHMT1	ENSG00000181090.20
39220	14.0	vessels	RBPMS	ENSG00000157110.15
72818	14.0	brain	TRAPPC2L	ENSG00000167515.10
2868	14.0	h9_panc_progen	NASP	ENSG00000132780.16
7108	14.0	hl60_m0	NPL	ENSG00000135838.13
22162	14.0	heart	LIMCH1	ENSG00000064042.17
68426	14.0	brain	METTL26	ENSG00000130731.15
71260	14.0	gm12878	HERPUD1	ENSG00000051108.14
7253	14.0	k562	UCHL5	ENSG00000116750.13
59714	14.0	hl60_m2_24hr	CHFR	ENSG00000072609.17
7499	14.0	h1_de	KDM5B	ENSG00000117139.17
71617	14.0	h1_de	CBFB	ENSG00000067955.13
24926	14.0	gm12878	PDCD6	ENSG00000249915.7
67951	14.0	heart	FES	ENSG00000182511.11
27166	14.0	hl60_m1_24hr	HSD17B4	ENSG00000133835.15
50912	14.0	brain	BSCL2	ENSG00000168000.14
50989	14.0	k562	SLC3A2	ENSG00000168003.16
6271	14.0	hl60_m1_72hr	SLAMF8	ENSG00000158714.10
94046	14.0	h1	DDX3X	ENSG00000215301.10
16489	14.0	gm12878	RPSA	ENSG00000168028.13
87756	14.0	hepg2	RBCK1	ENSG00000125826.20
94186	14.0	h1_de	CDK16	ENSG00000102225.15
79015	14.0	hl60_m0	HGS	ENSG00000185359.12
9725	14.0	hl60_m1_72hr	BABAM2	ENSG00000158019.20
2738	14.0	brain	ERI3	ENSG00000117419.15
54613	14.0	h9_panc_progen	ING4	ENSG00000111653.19
77672	14.0	pgp1_excite_neuron	LIMD2	ENSG00000136490.8
8836	14.0	wtc11	HNRNPU	ENSG00000153187.19
96380	14.0	vessels	FLNA	ENSG00000196924.15
2859	14.0	hl60_m2_12hr	AKR1A1	ENSG00000117448.13
73516	14.0	heart	RNF167	ENSG00000108523.15
19416	14.0	heart	MRAS	ENSG00000158186.12
10754	14.0	h9_neural_crest	TIA1	ENSG00000116001.15
86995	14.0	adrenal gland	MBOAT7	ENSG00000125505.16
73212	14.0	heart	MIR22HG	ENSG00000186594.14
88920	14.0	caco2	SNHG17	ENSG00000196756.11
74576	14.0	heart	FLII	ENSG00000177731.15
56182	14.0	gm12878	TMBIM6	ENSG00000139644.12
38282	14.0	h1	DNAJB6	ENSG00000105993.14
88131	14.0	brain	SNAP25	ENSG00000132639.12
17048	14.0	brain	IP6K2	ENSG00000068745.14
86512	14.0	a673	C19orf48	ENSG00000167747.14
76401	14.0	heart	TMUB2	ENSG00000168591.15
67287	14.0	heart	ETFA	ENSG00000140374.15
60881	14.0	h9_panc_beta	SCEL	ENSG00000136155.16
51833	14.0	heart	NDUFV1	ENSG00000167792.12
17607	14.0	heart	NT5DC2	ENSG00000168268.10
16113	14.0	h1	RPL15	ENSG00000174748.20
19842	14.0	heart	MBNL1	ENSG00000152601.17
78929	14.0	heart	SLC38A10	ENSG00000157637.12
40153	14.0	brain	ELOC	ENSG00000154582.16
60452	14.0	ocily7	RUBCNL	ENSG00000102445.18
1273	14.0	h1	KDM1A	ENSG00000004487.16
50502	14.0	h1_de	CTNND1	ENSG00000198561.13
52159	14.0	lung	ARAP1	ENSG00000186635.14
94482	14.0	h1	MAGED4	ENSG00000154545.16
78227	14.0	hepg2	NT5C	ENSG00000125458.6
49397	14.0	heart	MICAL2	ENSG00000133816.15
52071	14.0	ovary	NUMA1	ENSG00000137497.17
89745	14.0	heart	ADRM1	ENSG00000130706.12
73929	14.0	adipose	EIF4A1	ENSG00000161960.14
1832	14.0	h9_panc_progen	PUM1	ENSG00000134644.15
52260	14.0	brain	PAAF1	ENSG00000175575.12
15219	14.0	hepg2	CAPN10	ENSG00000142330.19
82094	14.0	gm12878	CERS4	ENSG00000090661.11
30577	14.0	heart	DDAH2	ENSG00000213722.8
21328	14.0	ovary	MAEA	ENSG00000090316.15
17501	14.0	pgp1_excite_neuron	PCBP4	ENSG00000090097.21
82552	14.0	heart	ECSIT	ENSG00000130159.13
31062	14.0	hepg2	RPL10A	ENSG00000198755.10
69158	14.0	h9	ZSCAN10	ENSG00000130182.7
87078	14.0	hl60_m0	LILRA2	ENSG00000239998.5
19398	14.0	h1_de	ARMC8	ENSG00000114098.17
46164	14.0	heart	RASSF4	ENSG00000107551.20
88855	14.0	hepg2	RPN2	ENSG00000118705.16
81552	14.0	heart	AES	ENSG00000104964.14
19463	14.0	h1_de	COPB2	ENSG00000184432.9
22755	14.0	h1	G3BP2	ENSG00000138757.14
52956	14.0	h9_de	MTMR2	ENSG00000087053.18
42692	14.0	brain	CLTA	ENSG00000122705.16
50486	14.0	brain	TMX2	ENSG00000213593.9
44530	14.0	brain	SH3GLB2	ENSG00000148341.17
32077	14.0	ovary	SNHG5	ENSG00000203875.11
14461	14.0	heart	ANKZF1	ENSG00000163516.13
8987	14.0	lung	SH3YL1	ENSG00000035115.21
15884	14.0	heart	HDAC11	ENSG00000163517.14
73982	14.0	brain	SAT2	ENSG00000141504.11
10939	14.0	hl60_m1_12hr	DGUOK	ENSG00000114956.19
92405	14.0	heart	MB	ENSG00000198125.12
89953	14.0	brain	TCEA2	ENSG00000171703.16
50227	14.0	h9_panc_progen	C11orf49	ENSG00000149179.13
68552	14.0	brain	RPUSD1	ENSG00000007376.7
5658	14.0	heart	C1orf43	ENSG00000143612.20
49596	14.0	hepg2	LDHA	ENSG00000134333.13
8487	14.0	heart	ACTA1	ENSG00000143632.14
31508	14.0	heart	VEGFA	ENSG00000112715.21
35731	14.0	heart	TMEM120A	ENSG00000189077.10
42207	14.0	brain	PSIP1	ENSG00000164985.14
30667	14.0	brain	DXO	ENSG00000204348.9
55249	14.0	hffc6	MGST1	ENSG00000008394.12
5770	14.0	heart	ADAM15	ENSG00000143537.13
27659	14.0	h9_neural_crest	BRD8	ENSG00000112983.17
44206	14.0	gm12878	MAPKAP1	ENSG00000119487.16
72159	14.0	h9_osteocyte	IST1	ENSG00000182149.20
63541	14.0	h9_panc_progen	ABCD4	ENSG00000119688.20
1989	14.0	h9_neural_crest	RBBP4	ENSG00000162521.18
81091	14.0	heart	BSG	ENSG00000172270.19
44145	14.0	hl60_m1_72hr	NEK6	ENSG00000119408.16
40946	14.0	hl60_m2_12hr	EIF3E	ENSG00000104408.9
60001	14.0	heart	GTF3A	ENSG00000122034.14
66291	14.0	hl60_m0	ALDH1A2	ENSG00000128918.14
35170	14.0	hmec	UPP1	ENSG00000183696.13
61916	14.0	hepg2	AP1G2	ENSG00000213983.11
23284	14.0	heart	PDLIM5	ENSG00000163110.14
92471	14.0	gm12878	EIF3D	ENSG00000100353.17
17537	14.0	pgp1	RPL29	ENSG00000162244.11
28910	14.0	heart	KIAA1191	ENSG00000122203.14
78488	14.0	hepg2	SPHK1	ENSG00000176170.13
60080	14.0	heart	HMGB1	ENSG00000189403.14
89811	14.0	hepg2	SLC17A9	ENSG00000101194.17
23308	14.0	gm12878	RAP1GDS1	ENSG00000138698.14
77648	14.0	h1_de	STRADA	ENSG00000266173.6
45813	14.0	heart	ABI1	ENSG00000136754.17
46195	14.0	heart	NCOA4	ENSG00000266412.5
64874	14.0	heart	CRIP2	ENSG00000182809.10
73026	14.0	brain	DEF8	ENSG00000140995.16
57156	14.0	hl60_m2_72hr	ARHGAP9	ENSG00000123329.17
3071	14.0	h9_chondro	OSBPL9	ENSG00000117859.18
76826	14.0	brain	CDK5RAP3	ENSG00000108465.14
32738	14.0	adrenal gland	TPD52L1	ENSG00000111907.20
60437	14.0	a673	ZC3H13	ENSG00000123200.16
85200	14.0	hl60_m0	ARHGEF1	ENSG00000076928.17
26670	14.0	gm12878	MEF2C	ENSG00000081189.15
274	14.0	panc1	GNB1	ENSG00000078369.17
67988	14.0	gm12878	PRC1	ENSG00000198901.13
47821	14.0	hl60_m2_72hr	XPNPEP1	ENSG00000108039.17
70377	14.0	hepg2	SPNS1	ENSG00000169682.17
48583	14.0	hepg2	EPS8L2	ENSG00000177106.15
64492	14.0	heart	PPP2R5C	ENSG00000078304.19
76518	14.0	brain	GFAP	ENSG00000131095.12
17261	14.0	h9	APEH	ENSG00000164062.12
91069	14.0	h1_de	COL18A1	ENSG00000182871.14
86281	14.0	k562	IRF3	ENSG00000126456.15
41988	14.0	gm12878	SMARCA2	ENSG00000080503.23
38104	14.0	brain	AGAP3	ENSG00000133612.18
68476	14.0	heart	STUB1	ENSG00000103266.10
52466	14.0	gm12878	PAK1	ENSG00000149269.9
52371	14.0	lung	RPS3	ENSG00000149273.14
22289	14.0	brain	OCIAD1	ENSG00000109180.14
46122	14.0	gm12878	HNRNPF	ENSG00000169813.16
28402	13.0	lung	GPX3	ENSG00000211445.11
824	13.0	pgp1	MIIP	ENSG00000116691.10
51734	13.0	ocily7	GRK2	ENSG00000173020.10
81321	13.0	adrenal gland	RPS15	ENSG00000115268.9
20089	13.0	heart	B3GALNT1	ENSG00000169255.14
94182	13.0	h9_de	UBA1	ENSG00000130985.16
82739	13.0	heart	HOOK2	ENSG00000095066.11
52961	13.0	brain	CCDC82	ENSG00000149231.13
75070	13.0	h1	FAM222B	ENSG00000173065.13
32798	13.0	h9_neural_crest	ECHDC1	ENSG00000093144.18
50200	13.0	h1_de	ATG13	ENSG00000175224.16
66281	13.0	heart	GCOM1	ENSG00000137878.17
33905	13.0	h1_de	BRAT1	ENSG00000106009.15
91960	13.0	h9_neural_crest	CHEK2	ENSG00000183765.21
67698	13.0	h9_panc_progen	WDR73	ENSG00000177082.12
37185	13.0	heart	NDUFA5	ENSG00000128609.14
56028	13.0	heart	KANSL2	ENSG00000139620.12
38906	13.0	hepg2	SLC39A14	ENSG00000104635.13
61782	13.0	h9_panc_progen	PRMT5	ENSG00000100462.15
82410	13.0	heart	DNM2	ENSG00000079805.16
13968	13.0	wtc11	ABI2	ENSG00000138443.15
16326	13.0	brain	ARPP21	ENSG00000172995.16
60725	13.0	wtc11	LINC00458	ENSG00000234787.7
17990	13.0	h9_panc_progen	UBA3	ENSG00000144744.16
78611	13.0	heart	SEC14L1	ENSG00000129657.15
68792	13.0	brain	SLC9A3R2	ENSG00000065054.13
45170	13.0	lung	ARRDC1	ENSG00000197070.13
12420	13.0	gm12878	IMP4	ENSG00000136718.9
14798	13.0	kidney	ITM2C	ENSG00000135916.15
1285	13.0	gm12878	HNRNPR	ENSG00000125944.19
92530	13.0	hl60	MFNG	ENSG00000100060.17
47760	13.0	hffc6	CALHM2	ENSG00000138172.10
91237	13.0	h9_osteocyte	BCL2L13	ENSG00000099968.17
40643	13.0	adrenal gland	RPL30	ENSG00000156482.10
91433	13.0	heart	TRMT2A	ENSG00000099899.14
47739	13.0	h9_panc_progen	NT5C2	ENSG00000076685.18
79686	13.0	adipose	TUBB6	ENSG00000176014.12
45547	13.0	liver	FAM107B	ENSG00000065809.13
21988	13.0	heart	TBC1D1	ENSG00000065882.15
10875	13.0	brain	SFXN5	ENSG00000144040.12
79623	13.0	heart	VAPA	ENSG00000101558.13
83194	13.0	h9_neural_crest	SMIM7	ENSG00000214046.8
58361	13.0	heart	TXNRD1	ENSG00000198431.15
61265	13.0	hl60	TUBGCP3	ENSG00000126216.14
53699	13.0	k562	HMBS	ENSG00000256269.8
27704	13.0	k562	HSPA9	ENSG00000113013.13
56601	13.0	gm12878	TARBP2	ENSG00000139546.10
14864	13.0	h1	COPS7B	ENSG00000144524.17
69308	13.0	heart	SRL	ENSG00000185739.13
10832	13.0	h1	ZNF638	ENSG00000075292.18
51874	13.0	heart	NDUFS8	ENSG00000110717.12
16961	13.0	h1_de	NME6	ENSG00000172113.9
72580	13.0	gm12878	USP10	ENSG00000103194.15
92414	13.0	pgp1_endo	RBFOX2	ENSG00000100320.22
48839	13.0	colon	SLC22A18	ENSG00000110628.14
41013	13.0	h1	AC064802.1	ENSG00000254339.5
68161	13.0	heart	MEF2A	ENSG00000068305.17
79177	13.0	brain	RFNG	ENSG00000169733.11
1078	13.0	hepg2	EMC1	ENSG00000127463.14
80347	13.0	h9_panc_progen	DYM	ENSG00000141627.13
53692	13.0	h1	HYOU1	ENSG00000149428.18
42241	13.0	adipose	PLIN2	ENSG00000147872.9
35623	13.0	hl60_m1_24hr	LAT2	ENSG00000086730.16
83150	13.0	heart	EPS15L1	ENSG00000127527.13
48655	13.0	heart	CD151	ENSG00000177697.18
31161	13.0	heart	MTCH1	ENSG00000137409.19
87923	13.0	heart	IDH3B	ENSG00000101365.20
53242	13.0	heart	CRYAB	ENSG00000109846.7
1545	13.0	h9	LIN28A	ENSG00000131914.10
89527	13.0	hffc6	AURKA	ENSG00000087586.17
14307	13.0	gm12878	AAMP	ENSG00000127837.9
38804	13.0	heart	CSGALNACT1	ENSG00000147408.14
51207	13.0	h1_de	SF1	ENSG00000168066.20
57388	13.0	ocily7	XPOT	ENSG00000184575.11
1975	13.0	brain	ZBTB8OS	ENSG00000176261.15
59701	13.0	h1	ANKLE2	ENSG00000176915.14
50167	13.0	brain	DGKZ	ENSG00000149091.15
73610	13.0	h1_de	DERL2	ENSG00000072849.10
91229	13.0	brain	SLC25A18	ENSG00000182902.13
16924	13.0	heart	DHX30	ENSG00000132153.14
30649	13.0	liver	CFB	ENSG00000243649.8
25614	13.0	heart	OXCT1	ENSG00000083720.12
54151	13.0	caco2	APLP2	ENSG00000084234.17
17459	13.0	heart	MAPKAPK3	ENSG00000114738.10
83548	13.0	heart	ARMC6	ENSG00000105676.13
83020	13.0	colon	ILVBL	ENSG00000105135.15
15344	13.0	h1	ATG4B	ENSG00000168397.16
45073	13.0	brain	PAXX	ENSG00000148362.10
73844	13.0	brain	GPS2	ENSG00000132522.15
12337	13.0	heart	LIMS2	ENSG00000072163.19
88652	13.0	hl60	EDEM2	ENSG00000088298.12
82818	13.0	brain	TRMT1	ENSG00000104907.12
24805	13.0	heart	SLC25A4	ENSG00000151729.10
36958	13.0	heart	DLD	ENSG00000091140.13
948	13.0	heart	HSPB7	ENSG00000173641.17
31717	13.0	heart	MLIP	ENSG00000146147.14
5076	13.0	h1_de	CHD1L	ENSG00000131778.18
66330	13.0	adrenal gland	SLTM	ENSG00000137776.16
21754	13.0	hffc6	FAM200B	ENSG00000237765.6
64116	13.0	gm12878	ASB2	ENSG00000100628.11
24279	13.0	heart	SH3D19	ENSG00000109686.17
87012	13.0	heart	RPS9	ENSG00000170889.13
78319	13.0	hl60_m2_12hr	TSEN54	ENSG00000182173.12
89407	13.0	caco2	UBE2V1	ENSG00000244687.11
10494	13.0	k562	XPO1	ENSG00000082898.16
26746	13.0	brain	NR2F1-AS1	ENSG00000237187.8
51405	13.0	heart	EHBP1L1	ENSG00000173442.12
70533	13.0	pgp1_excite_neuron	PPP4C	ENSG00000149923.13
29594	13.0	huvec	TXNDC5	ENSG00000239264.8
93765	13.0	heart	PDHA1	ENSG00000131828.13
9629	13.0	heart	MPV17	ENSG00000115204.14
48576	13.0	brain	DEAF1	ENSG00000177030.16
86262	13.0	colon	FCGRT	ENSG00000104870.12
93843	13.0	lung	SAT1	ENSG00000130066.16
86218	13.0	lung	PIH1D1	ENSG00000104872.10
14367	13.0	gm12878	BCS1L	ENSG00000074582.13
70326	13.0	h1	ATXN2L	ENSG00000168488.18
3244	13.0	brain	TMEM59	ENSG00000116209.11
94378	13.0	brain	WDR45	ENSG00000196998.17
57188	13.0	heart	DCTN2	ENSG00000175203.15
96362	13.0	k562	IRAK1	ENSG00000184216.13
36165	13.0	h9_neural_crest	SGCE	ENSG00000127990.17
88054	13.0	hffc6	TMEM230	ENSG00000089063.14
74335	13.0	brain	ZSWIM7	ENSG00000214941.7
89141	13.0	brain	DBNDD2	ENSG00000244274.7
38691	13.0	heart	MTUS1	ENSG00000129422.14
70258	13.0	colon	CLN3	ENSG00000188603.19
10897	13.0	h9	CCT7	ENSG00000135624.15
77119	13.0	colon	SPATA20	ENSG00000006282.20
5919	13.0	heart	YY1AP1	ENSG00000163374.19
55263	13.0	brain	LMO3	ENSG00000048540.14
6045	13.0	brain	SMG5	ENSG00000198952.8
76594	13.0	lung	ARHGAP27	ENSG00000159314.11
7457	13.0	colon	ELF3	ENSG00000163435.15
40490	13.0	hl60	TRIQK	ENSG00000205133.11
43266	13.0	heart	SPIN1	ENSG00000106723.16
2884	13.0	heart	GPBP1L1	ENSG00000159592.10
15583	13.0	heart	THUMPD3	ENSG00000134077.15
85946	13.0	brain	SELENOW	ENSG00000178980.14
93303	13.0	brain	MAPK12	ENSG00000188130.13
28094	13.0	heart	RNF14	ENSG00000013561.17
43445	13.0	brain	FAM120AOS	ENSG00000188938.16
33065	13.0	heart	IFNGR1	ENSG00000027697.14
5372	13.0	h9_panc_progen	PSMD4	ENSG00000159352.15
37634	13.0	colon	SLC37A3	ENSG00000157800.17
90444	13.0	heart	SON	ENSG00000159140.19
2824	13.0	gm12878	MUTYH	ENSG00000132781.17
74281	13.0	heart	PMP22	ENSG00000109099.14
70348	13.0	h9	TUFM	ENSG00000178952.10
87202	13.0	hl60_m2_12hr	RPL28	ENSG00000108107.14
85021	13.0	hl60_m2_24hr	SHKBP1	ENSG00000160410.14
65562	13.0	caco2	SPINT1	ENSG00000166145.14
56161	13.0	heart	MCRS1	ENSG00000187778.13
85799	13.0	brain	CALM3	ENSG00000160014.16
5895	13.0	h9_chondro	RUSC1	ENSG00000160753.15
37485	13.0	k562	CYREN	ENSG00000122783.16
84348	13.0	brain	U2AF1L4	ENSG00000161265.14
57566	13.0	h9_neural_crest	CCT2	ENSG00000166226.12
5559	13.0	heart	CHTOP	ENSG00000160679.12
39718	13.0	brain	ATP6V1H	ENSG00000047249.17
5751	13.0	k562	FLAD1	ENSG00000160688.18
23901	13.0	h9_neural_crest	MFSD8	ENSG00000164073.10
38373	13.0	heart	MYOM2	ENSG00000036448.9
13495	13.0	pgp1_endo	TFPI	ENSG00000003436.15
17679	13.0	lung	TKT	ENSG00000163931.15
34122	13.0	heart	ICA1	ENSG00000003147.18
19653	13.0	calu3	PLSCR1	ENSG00000188313.12
70520	13.0	heart	AC093512.2	ENSG00000285043.1
86890	13.0	k562	ZNF765	ENSG00000196417.12
24886	13.0	h1	ZFP42	ENSG00000179059.9
16411	13.0	hffc6	ACAA1	ENSG00000060971.17
20001	13.0	heart	MLF1	ENSG00000178053.17
85077	13.0	lung	EGLN2	ENSG00000269858.5
19025	13.0	colon	TPRA1	ENSG00000163870.15
1354	13.0	h9_neural_crest	SRSF10	ENSG00000188529.14
81827	13.0	k562	LONP1	ENSG00000196365.11
17004	13.0	vessels	SHISA5	ENSG00000164054.15
2909	13.0	colon	TSPAN1	ENSG00000117472.9
34343	13.0	heart	KLHL7	ENSG00000122550.17
338	13.0	pgp1_astro	RER1	ENSG00000157916.19
73811	12.0	gm12878	ELP5	ENSG00000170291.14
84903	12.0	k562	TIMM50	ENSG00000105197.10
70784	12.0	h1	FUS	ENSG00000089280.18
89545	12.0	gm12878	RTF2	ENSG00000022277.12
84011	12.0	k562	ANKRD27	ENSG00000105186.15
53546	12.0	hl60_m1_24hr	JAML	ENSG00000160593.18
50301	12.0	heart	SLC39A13	ENSG00000165915.13
27486	12.0	gm12878	VDAC1	ENSG00000213585.10
62829	12.0	hl60_m0	LGALS3	ENSG00000131981.15
86836	12.0	h1_de	ZNF160	ENSG00000170949.17
91584	12.0	h9	YDJC	ENSG00000161179.13
64140	12.0	adrenal gland	IFI27	ENSG00000165949.12
47833	12.0	colon	ADD3	ENSG00000148700.14
7562	12.0	lung	CHIT1	ENSG00000133063.15
80177	12.0	hffc6	TPGS2	ENSG00000134779.14
95997	12.0	h1	RBMX	ENSG00000147274.14
66912	12.0	adrenal gland	HEXA	ENSG00000213614.9
20281	12.0	h1_de	ECT2	ENSG00000114346.13
40108	12.0	h1	TERF1	ENSG00000147601.13
40120	12.0	hepg2	RPL7	ENSG00000147604.13
69067	12.0	k562	PKMYT1	ENSG00000127564.16
52609	12.0	hffc6	CCDC90B	ENSG00000137500.9
96401	12.0	lung	RPL10	ENSG00000147403.16
86123	12.0	h1	BAX	ENSG00000087088.19
81282	12.0	h1	MUM1	ENSG00000160953.15
94827	12.0	h9	NONO	ENSG00000147140.15
34455	12.0	h1_de	CBX3	ENSG00000122565.18
41886	12.0	heart	ZNF7	ENSG00000147789.15
67746	12.0	lung	AKAP13	ENSG00000170776.21
21654	12.0	h1_de	ACOX3	ENSG00000087008.15
6035	12.0	brain	PAQR6	ENSG00000160781.16
67498	12.0	gm12878	ZFAND6	ENSG00000086666.18
87844	12.0	pgp1_endo	FKBP1A	ENSG00000088832.16
96122	12.0	heart	TMEM185A	ENSG00000269556.7
58047	12.0	h9_panc_progen	VEZT	ENSG00000028203.17
83937	12.0	k562	AC079466.1	ENSG00000266976.1
27005	12.0	pgp1_excite_neuron	NREP	ENSG00000134986.13
38161	12.0	brain	PRKAG2	ENSG00000106617.13
63164	12.0	heart	MAX	ENSG00000125952.18
62545	12.0	h1	PRPF39	ENSG00000185246.17
765	12.0	brain	FBXO44	ENSG00000132879.13
79747	12.0	heart	LDLRAD4	ENSG00000168675.18
39435	12.0	calu3	ADAM9	ENSG00000168615.11
12883	12.0	gm12878	TANK	ENSG00000136560.13
6476	12.0	hepg2	APOA2	ENSG00000158874.11
79917	12.0	hmec	LAMA3	ENSG00000053747.16
4201	12.0	colon	SLC35A3	ENSG00000117620.14
9222	12.0	hl60_m0	HPCAL1	ENSG00000115756.12
74730	12.0	h1	MAPK7	ENSG00000166484.19
49867	12.0	heart	EIF3M	ENSG00000149100.12
86203	12.0	h1	TEAD2	ENSG00000074219.13
22108	12.0	gm12878	RHOH	ENSG00000168421.12
78373	12.0	gm12878	H3F3B	ENSG00000132475.10
58678	12.0	h9_neural_crest	TCTN1	ENSG00000204852.15
83468	12.0	lung	KXD1	ENSG00000105700.10
85046	12.0	colon	COQ8B	ENSG00000123815.11
12872	12.0	h1	RBMS1	ENSG00000153250.19
4130	12.0	vessels	CNN3	ENSG00000117519.15
