gid	length	biotype	biotype_category
ENSG00000237276.8	12118	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000132881.11	5462	protein_coding	protein_coding
ENSG00000233929.1	185	processed_pseudogene	pseudogene
ENSG00000037637.10	105615	protein_coding	protein_coding
ENSG00000055070.16	45570	protein_coding	protein_coding
ENSG00000226457.1	380	processed_pseudogene	pseudogene
ENSG00000187144.11	50307	protein_coding	protein_coding
ENSG00000157191.19	19406	protein_coding	protein_coding
ENSG00000226029.1	7533	lincRNA	lncRNA
ENSG00000080947.14	31821	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000206652.1	163	snRNA	other
ENSG00000261135.1	1109	lincRNA	lncRNA
ENSG00000285853.1	6754	lincRNA	lncRNA
ENSG00000224174.2	1102	lincRNA	lncRNA
ENSG00000233421.4	2286	lincRNA	lncRNA
ENSG00000277344.1	143	snRNA	other
ENSG00000225710.1	3880	unprocessed_pseudogene	pseudogene
ENSG00000219481.10	51243	protein_coding	protein_coding
ENSG00000271732.1	338	lincRNA	lncRNA
ENSG00000215908.10	38979	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000283773.1	342	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000186301.8	4667	unprocessed_pseudogene	pseudogene
ENSG00000282143.1	10645	lincRNA	lncRNA
ENSG00000207513.1	163	snRNA	other
ENSG00000280114.1	7652	unprocessed_pseudogene	pseudogene
ENSG00000236698.1	434	processed_pseudogene	pseudogene
ENSG00000268869.5	32818	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000279151.1	4048	lincRNA	lncRNA
ENSG00000282740.1	10651	lincRNA	lncRNA
ENSG00000058453.16	232706	protein_coding	protein_coding
ENSG00000227684.2	10688	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000207389.1	163	snRNA	other
ENSG00000186715.11	15327	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000223643.6	1872	lincRNA	lncRNA
ENSG00000230239.1	3877	unprocessed_pseudogene	pseudogene
ENSG00000263811.1	72	miRNA	miRNA
ENSG00000228549.3	3147	lincRNA	lncRNA
ENSG00000277234.1	143	snRNA	other
ENSG00000238142.1	1111	lincRNA	lncRNA
ENSG00000235241.1	507	processed_pseudogene	pseudogene
ENSG00000207005.1	163	snRNA	other
ENSG00000272426.1	437	lincRNA	lncRNA
ENSG00000117122.13	6333	protein_coding	protein_coding
ENSG00000226526.1	26165	antisense	lncRNA
ENSG00000159363.17	25970	protein_coding	protein_coding
ENSG00000117118.9	35448	protein_coding	protein_coding
ENSG00000117115.12	52674	protein_coding	protein_coding
ENSG00000204362.6	7834	lincRNA	lncRNA
ENSG00000282843.1	8501	lincRNA	lncRNA
ENSG00000142623.10	40879	protein_coding	protein_coding
ENSG00000142619.4	35135	protein_coding	protein_coding
ENSG00000266634.1	86	miRNA	miRNA
ENSG00000159339.13	55809	protein_coding	protein_coding
ENSG00000276747.1	29503	protein_coding	protein_coding
ENSG00000227751.1	622	antisense	lncRNA
ENSG00000179051.13	32964	protein_coding	protein_coding
ENSG00000074964.16	158039	protein_coding	protein_coding
ENSG00000236648.1	32291	lincRNA	lncRNA
ENSG00000117148.7	71750	protein_coding	protein_coding
ENSG00000284653.1	29900	lincRNA	lncRNA
ENSG00000261781.1	8755	lincRNA	lncRNA
ENSG00000117154.11	270737	protein_coding	protein_coding
ENSG00000280222.1	6472	TEC	other
ENSG00000230035.2	12417	antisense	lncRNA
ENSG00000225387.1	2685	lincRNA	lncRNA
ENSG00000179023.8	5144	protein_coding	protein_coding
ENSG00000235282.3	265	processed_pseudogene	pseudogene
ENSG00000225478.2	222	processed_pseudogene	pseudogene
ENSG00000009709.11	117860	protein_coding	protein_coding
ENSG00000179002.5	20083	protein_coding	protein_coding
ENSG00000255275.3	71848	protein_coding	protein_coding
ENSG00000159423.16	31351	protein_coding	protein_coding
ENSG00000265606.1	73	miRNA	miRNA
ENSG00000221662.1	77	miRNA	miRNA
ENSG00000169991.10	52405	protein_coding	protein_coding
ENSG00000272084.1	3401	3prime_overlapping_ncRNA	lncRNA
ENSG00000127481.14	135770	protein_coding	protein_coding
ENSG00000230424.1	30203	antisense	lncRNA
ENSG00000127463.14	35888	protein_coding	protein_coding
ENSG00000053372.4	8589	protein_coding	protein_coding
ENSG00000211454.13	8212	polymorphic_pseudogene	pseudogene
ENSG00000162482.4	6692	protein_coding	protein_coding
ENSG00000270728.1	823	processed_pseudogene	pseudogene
ENSG00000053371.12	8181	protein_coding	protein_coding
ENSG00000200403.1	106	snRNA	other
ENSG00000040487.12	16974	protein_coding	protein_coding
ENSG00000077549.17	146763	protein_coding	protein_coding
ENSG00000240490.3	287	misc_RNA	other
ENSG00000173436.14	145418	protein_coding	protein_coding
ENSG00000201609.1	140	snRNA	other
ENSG00000235185.1	5030	antisense	lncRNA
ENSG00000158747.14	61477	protein_coding	protein_coding
ENSG00000270136.6	59860	protein_coding	protein_coding
ENSG00000226396.1	454	processed_pseudogene	pseudogene
ENSG00000158748.3	14275	protein_coding	protein_coding
ENSG00000162542.13	117732	protein_coding	protein_coding
ENSG00000178828.6	1249	protein_coding	protein_coding
ENSG00000235434.1	5135	antisense	lncRNA
ENSG00000169914.5	30432	protein_coding	protein_coding
ENSG00000188784.4	3608	protein_coding	protein_coding
ENSG00000242688.3	300	misc_RNA	other
ENSG00000188257.11	4985	protein_coding	protein_coding
ENSG00000127472.10	63011	protein_coding	protein_coding
ENSG00000117215.14	7627	protein_coding	protein_coding
ENSG00000158786.4	11060	protein_coding	protein_coding
ENSG00000227066.1	6230	lincRNA	lncRNA
ENSG00000187980.6	16171	protein_coding	protein_coding
ENSG00000225986.1	2244	antisense	lncRNA
ENSG00000162543.5	9963	protein_coding	protein_coding
ENSG00000228105.1	1560	lincRNA	lncRNA
ENSG00000284710.1	2987	lincRNA	lncRNA
ENSG00000158816.15	63975	protein_coding	protein_coding
ENSG00000226664.1	28976	antisense	lncRNA
ENSG00000236963.6	70655	lincRNA	lncRNA
ENSG00000226487.1	949	lincRNA	lncRNA
ENSG00000284641.1	2715	lincRNA	lncRNA
ENSG00000284743.1	1618	lincRNA	lncRNA
ENSG00000162545.5	3829	protein_coding	protein_coding
ENSG00000090432.6	8713	protein_coding	protein_coding
ENSG00000215520.3	762	processed_pseudogene	pseudogene
ENSG00000183114.7	2571	protein_coding	protein_coding
ENSG00000158825.5	29960	protein_coding	protein_coding
ENSG00000158828.7	18056	protein_coding	protein_coding
ENSG00000284005.1	109	miRNA	miRNA
ENSG00000117242.7	9536	antisense	lncRNA
ENSG00000244038.9	9777	protein_coding	protein_coding
ENSG00000117245.12	54003	protein_coding	protein_coding
ENSG00000235432.1	1279	unprocessed_pseudogene	pseudogene
ENSG00000189410.11	13105	protein_coding	protein_coding
ENSG00000233069.1	1072	antisense	lncRNA
ENSG00000127483.17	44662	protein_coding	protein_coding
ENSG00000075151.20	370596	protein_coding	protein_coding
ENSG00000251914.1	61	snRNA	other
ENSG00000221808.1	118	miRNA	miRNA
ENSG00000233072.1	384	processed_pseudogene	pseudogene
ENSG00000236073.2	114	processed_pseudogene	pseudogene
ENSG00000235112.1	606	processed_pseudogene	pseudogene
ENSG00000117298.15	128325	protein_coding	protein_coding
ENSG00000236936.1	1169	antisense	lncRNA
ENSG00000231105.1	6484	antisense	lncRNA
ENSG00000236216.5	375	processed_pseudogene	pseudogene
ENSG00000228823.1	1833	unprocessed_pseudogene	pseudogene
ENSG00000236009.1	1594	lincRNA	lncRNA
ENSG00000227001.3	3342	unprocessed_pseudogene	pseudogene
ENSG00000187952.9	1233	processed_pseudogene	pseudogene
ENSG00000186543.7	3240	unprocessed_pseudogene	pseudogene
ENSG00000142794.18	44877	protein_coding	protein_coding
ENSG00000176378.8	326	processed_pseudogene	pseudogene
ENSG00000162551.13	69040	protein_coding	protein_coding
ENSG00000233431.1	4715	antisense	lncRNA
ENSG00000076864.19	73148	protein_coding	protein_coding
ENSG00000090686.15	105308	protein_coding	protein_coding
ENSG00000231978.2	306	processed_pseudogene	pseudogene
ENSG00000187942.11	12956	protein_coding	protein_coding
ENSG00000142798.19	115052	protein_coding	protein_coding
ENSG00000232037.3	482	processed_pseudogene	pseudogene
ENSG00000283234.1	6192	transcribed_unitary_pseudogene	pseudogene
ENSG00000219073.7	21621	protein_coding	protein_coding
ENSG00000285959.1	47011	processed_transcript	lncRNA
ENSG00000273610.1	296	misc_RNA	other
ENSG00000201919.1	103	snRNA	other
ENSG00000142789.19	10883	protein_coding	protein_coding
ENSG00000278124.1	296	misc_RNA	other
ENSG00000201273.1	103	snRNA	other
ENSG00000228397.2	2058	lincRNA	lncRNA
ENSG00000218510.8	6665	processed_transcript	lncRNA
ENSG00000285721.1	75849	protein_coding	protein_coding
ENSG00000285752.1	24610	lincRNA	lncRNA
ENSG00000285794.1	221	transcribed_processed_pseudogene	pseudogene
ENSG00000070831.15	40319	protein_coding	protein_coding
ENSG00000230068.2	5002	sense_intronic	lncRNA
ENSG00000271428.1	487	processed_pseudogene	pseudogene
ENSG00000162552.14	26664	protein_coding	protein_coding
ENSG00000285873.1	14551	bidirectional_promoter_lncRNA	lncRNA
ENSG00000266564.1	61	miRNA	miRNA
ENSG00000234397.3	491	processed_pseudogene	pseudogene
ENSG00000279625.1	1852	TEC	other
ENSG00000184677.17	102319	protein_coding	protein_coding
ENSG00000237200.1	2234	sense_intronic	lncRNA
ENSG00000070886.11	40030	protein_coding	protein_coding
ENSG00000276835.2	108	miRNA	miRNA
ENSG00000173372.16	3102	protein_coding	protein_coding
ENSG00000159189.11	4480	protein_coding	protein_coding
ENSG00000173369.15	8776	protein_coding	protein_coding
ENSG00000133216.16	210661	protein_coding	protein_coding
ENSG00000265422.1	81	miRNA	miRNA
ENSG00000225952.1	1136	antisense	lncRNA
ENSG00000264014.1	67	miRNA	miRNA
ENSG00000215906.8	12295	protein_coding	protein_coding
ENSG00000227868.5	5016	protein_coding	protein_coding
ENSG00000004487.16	64246	protein_coding	protein_coding
ENSG00000240553.1	67911	antisense	lncRNA
ENSG00000263793.1	67	miRNA	miRNA
ENSG00000266802.1	76	miRNA	miRNA
ENSG00000169641.13	93785	protein_coding	protein_coding
ENSG00000229010.1	817	processed_pseudogene	pseudogene
ENSG00000206935.1	106	snRNA	other
ENSG00000252578.1	100	snRNA	other
ENSG00000179546.4	2834	protein_coding	protein_coding
ENSG00000215381.3	459	processed_pseudogene	pseudogene
ENSG00000261326.3	5444	lincRNA	lncRNA
ENSG00000284726.1	5069	lincRNA	lncRNA
ENSG00000125944.19	40565	protein_coding	protein_coding
ENSG00000125945.14	9994	protein_coding	protein_coding
ENSG00000249087.6	2842	antisense	lncRNA
ENSG00000201405.1	92	misc_RNA	other
ENSG00000271420.1	649	lincRNA	lncRNA
ENSG00000204219.10	43679	protein_coding	protein_coding
ENSG00000232482.2	1314	processed_pseudogene	pseudogene
ENSG00000088280.18	56005	protein_coding	protein_coding
ENSG00000007968.6	24790	protein_coding	protein_coding
ENSG00000235052.1	1776	lincRNA	lncRNA
ENSG00000117318.8	1876	protein_coding	protein_coding
ENSG00000285802.1	17185	lincRNA	lncRNA
ENSG00000197880.8	59073	lincRNA	lncRNA
ENSG00000229239.2	9965	unprocessed_pseudogene	pseudogene
ENSG00000142676.14	5093	protein_coding	protein_coding
ENSG00000011007.12	18904	protein_coding	protein_coding
ENSG00000236810.5	17905	antisense	lncRNA
ENSG00000057757.9	9827	protein_coding	protein_coding
ENSG00000011009.10	4569	protein_coding	protein_coding
ENSG00000117308.14	5205	protein_coding	protein_coding
ENSG00000117305.14	36735	protein_coding	protein_coding
ENSG00000179163.11	23217	protein_coding	protein_coding
ENSG00000188822.7	42836	protein_coding	protein_coding
ENSG00000229106.1	1266	processed_pseudogene	pseudogene
ENSG00000232557.3	774	antisense	lncRNA
ENSG00000264926.1	77	miRNA	miRNA
ENSG00000230228.2	367	processed_pseudogene	pseudogene
ENSG00000189266.12	6623	protein_coding	protein_coding
ENSG00000188529.14	16123	protein_coding	protein_coding
ENSG00000215905.4	638	processed_pseudogene	pseudogene
ENSG00000225315.2	45964	antisense	lncRNA
ENSG00000142661.18	56140	protein_coding	protein_coding
ENSG00000230703.1	16791	antisense	lncRNA
ENSG00000142677.3	23350	protein_coding	protein_coding
ENSG00000185436.11	33802	protein_coding	protein_coding
ENSG00000230023.2	11453	lincRNA	lncRNA
ENSG00000232298.2	14345	antisense	lncRNA
ENSG00000158055.15	45160	protein_coding	protein_coding
ENSG00000001460.17	59935	protein_coding	protein_coding
ENSG00000001461.16	57182	protein_coding	protein_coding
ENSG00000117602.11	38689	protein_coding	protein_coding
ENSG00000264443.1	17222	lincRNA	lncRNA
ENSG00000184454.6	53217	protein_coding	protein_coding
ENSG00000227312.2	347	processed_pseudogene	pseudogene
ENSG00000239106.1	102	misc_RNA	other
ENSG00000133226.16	41551	protein_coding	protein_coding
ENSG00000284699.1	12702	lincRNA	lncRNA
ENSG00000169504.14	98967	protein_coding	protein_coding
ENSG00000238482.1	106	snRNA	other
ENSG00000020633.18	65610	protein_coding	protein_coding
ENSG00000278034.1	71	miRNA	miRNA
ENSG00000229162.1	1752	antisense	lncRNA
ENSG00000261025.1	2442	lincRNA	lncRNA
ENSG00000264371.1	83	miRNA	miRNA
ENSG00000285823.1	6268	lincRNA	lncRNA
ENSG00000233755.1	69413	lincRNA	lncRNA
ENSG00000233419.3	401	processed_pseudogene	pseudogene
ENSG00000231953.2	1298	antisense	lncRNA
ENSG00000117614.9	9823	protein_coding	protein_coding
ENSG00000284602.1	2189	bidirectional_promoter_lncRNA	lncRNA
ENSG00000284657.1	759	lincRNA	lncRNA
ENSG00000117616.17	95976	protein_coding	protein_coding
ENSG00000272432.1	484	lincRNA	lncRNA
ENSG00000261349.1	1034	unprocessed_pseudogene	pseudogene
ENSG00000187010.20	58052	protein_coding	protein_coding
ENSG00000224183.1	479	processed_pseudogene	pseudogene
ENSG00000259984.1	1036	unprocessed_pseudogene	pseudogene
ENSG00000183726.10	24444	protein_coding	protein_coding
ENSG00000188672.18	67943	protein_coding	protein_coding
ENSG00000238084.4	477	processed_pseudogene	pseudogene
ENSG00000204178.10	69351	protein_coding	protein_coding
ENSG00000157978.11	25306	protein_coding	protein_coding
ENSG00000225643.1	8878	lincRNA	lncRNA
ENSG00000117643.14	168739	protein_coding	protein_coding
ENSG00000233478.1	14567	antisense	lncRNA
ENSG00000162430.16	18048	protein_coding	protein_coding
ENSG00000255054.3	12274	protein_coding	protein_coding
ENSG00000228172.5	4048	antisense	lncRNA
ENSG00000117640.17	14302	protein_coding	protein_coding
ENSG00000272478.1	221	antisense	lncRNA
ENSG00000127423.10	27545	protein_coding	protein_coding
ENSG00000236528.1	3807	antisense	lncRNA
ENSG00000182749.5	10043	protein_coding	protein_coding
ENSG00000207302.1	109	misc_RNA	other
ENSG00000117632.22	22810	protein_coding	protein_coding
ENSG00000229786.1	250	processed_pseudogene	pseudogene
ENSG00000223624.1	139	processed_pseudogene	pseudogene
ENSG00000283938.1	92	miRNA	miRNA
ENSG00000158006.13	38390	protein_coding	protein_coding
ENSG00000207237.1	103	snRNA	other
ENSG00000252190.1	124	scaRNA	other
ENSG00000252691.1	83	scaRNA	other
ENSG00000158008.9	16580	protein_coding	protein_coding
ENSG00000158014.14	8881	protein_coding	protein_coding
ENSG00000284309.1	2434	bidirectional_promoter_lncRNA	lncRNA
ENSG00000158022.6	17132	protein_coding	protein_coding
ENSG00000175087.9	14378	protein_coding	protein_coding
ENSG00000197245.5	4942	protein_coding	protein_coding
ENSG00000282872.1	4420	protein_coding	protein_coding
ENSG00000236782.7	2315	protein_coding	protein_coding
ENSG00000142684.8	1002	protein_coding	protein_coding
ENSG00000142675.17	12483	protein_coding	protein_coding
ENSG00000188782.8	12407	protein_coding	protein_coding
ENSG00000236155.6	20099	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000278572.1	1895	unprocessed_pseudogene	pseudogene
ENSG00000130695.15	44608	protein_coding	protein_coding
ENSG00000270733.1	357	processed_pseudogene	pseudogene
ENSG00000142669.14	2346	protein_coding	protein_coding
ENSG00000158062.20	37035	protein_coding	protein_coding
ENSG00000169442.8	2566	protein_coding	protein_coding
ENSG00000176092.15	38382	protein_coding	protein_coding
ENSG00000225854.2	345	processed_pseudogene	pseudogene
ENSG00000176083.17	12888	protein_coding	protein_coding
ENSG00000131914.10	18944	protein_coding	protein_coding
ENSG00000117682.16	39012	protein_coding	protein_coding
ENSG00000223583.1	534	processed_pseudogene	pseudogene
ENSG00000225891.1	4526	antisense	lncRNA
ENSG00000198830.10	3522	protein_coding	protein_coding
ENSG00000224129.1	896	processed_pseudogene	pseudogene
ENSG00000117676.13	45269	protein_coding	protein_coding
ENSG00000238705.1	51	miRNA	miRNA
ENSG00000243905.3	303	misc_RNA	other
ENSG00000252802.1	101	misc_RNA	other
ENSG00000252429.2	63	snRNA	other
ENSG00000229247.2	237	processed_pseudogene	pseudogene
ENSG00000238316.1	103	snoRNA	other
ENSG00000235069.2	234	processed_pseudogene	pseudogene
ENSG00000260063.1	1999	antisense	lncRNA
ENSG00000117713.19	88874	protein_coding	protein_coding
ENSG00000060642.10	10926	protein_coding	protein_coding
ENSG00000241188.3	290	misc_RNA	other
ENSG00000204160.11	30892	protein_coding	protein_coding
ENSG00000175793.11	1319	protein_coding	protein_coding
ENSG00000226698.1	2112	antisense	lncRNA
ENSG00000142751.14	14164	protein_coding	protein_coding
ENSG00000198746.12	9978	protein_coding	protein_coding
ENSG00000090273.13	46624	protein_coding	protein_coding
ENSG00000131910.4	2477	protein_coding	protein_coding
ENSG00000175707.8	10844	protein_coding	protein_coding
ENSG00000172746.6	810	unprocessed_pseudogene	pseudogene
ENSG00000224064.1	396	processed_pseudogene	pseudogene
ENSG00000225294.1	443	processed_pseudogene	pseudogene
ENSG00000253368.3	7191	protein_coding	protein_coding
ENSG00000158246.7	7816	protein_coding	protein_coding
ENSG00000090020.10	68166	protein_coding	protein_coding
ENSG00000229985.2	526	processed_pseudogene	pseudogene
ENSG00000214973.3	639	processed_pseudogene	pseudogene
ENSG00000225159.1	866	processed_pseudogene	pseudogene
ENSG00000225990.2	219	processed_pseudogene	pseudogene
ENSG00000224311.1	5246	antisense	lncRNA
ENSG00000142784.15	74117	protein_coding	protein_coding
ENSG00000252098.1	103	misc_RNA	other
ENSG00000243659.1	598	processed_pseudogene	pseudogene
ENSG00000186501.14	14255	protein_coding	protein_coding
ENSG00000206888.1	106	snRNA	other
ENSG00000241547.1	467	processed_pseudogene	pseudogene
ENSG00000142765.17	11917	protein_coding	protein_coding
ENSG00000142733.15	11708	protein_coding	protein_coding
ENSG00000142748.12	5712	protein_coding	protein_coding
ENSG00000174950.10	4204	protein_coding	protein_coding
ENSG00000231207.1	677	processed_pseudogene	pseudogene
ENSG00000181773.6	3170	protein_coding	protein_coding
ENSG00000158195.10	85932	protein_coding	protein_coding
ENSG00000241169.1	2384	lincRNA	lncRNA
ENSG00000237429.1	4756	antisense	lncRNA
ENSG00000126705.14	70396	protein_coding	protein_coding
ENSG00000000938.12	23213	protein_coding	protein_coding
ENSG00000235912.1	191	processed_pseudogene	pseudogene
ENSG00000233975.1	2394	lincRNA	lncRNA
ENSG00000126709.14	6157	protein_coding	protein_coding
ENSG00000225886.3	33595	antisense	lncRNA
ENSG00000206767.1	106	snRNA	other
ENSG00000226662.2	661	processed_pseudogene	pseudogene
ENSG00000207095.1	104	snRNA	other
ENSG00000009780.15	37143	protein_coding	protein_coding
ENSG00000231344.1	348	processed_pseudogene	pseudogene
ENSG00000230833.1	675	processed_pseudogene	pseudogene
ENSG00000117758.13	51269	protein_coding	protein_coding
ENSG00000269971.1	183	sense_intronic	lncRNA
ENSG00000270031.1	358	sense_intronic	lncRNA
ENSG00000223062.1	105	snRNA	other
ENSG00000117751.17	20898	protein_coding	protein_coding
ENSG00000252947.1	165	scaRNA	other
ENSG00000130775.15	14142	protein_coding	protein_coding
ENSG00000117748.9	23222	protein_coding	protein_coding
ENSG00000130768.14	24164	protein_coding	protein_coding
ENSG00000227050.1	21318	antisense	lncRNA
ENSG00000158156.7	8634	protein_coding	protein_coding
ENSG00000158161.15	118352	protein_coding	protein_coding
